Screener Defender,Season,Picks,Picks Per 100 Possessions,Possessions,Points Per Chance,Possessions (Total),SSI Player ID
Miles Plumlee,2015-16,591,34.724,492,0.850,1702,ff410780-89ef-11e6-8115-a45e60e298d3
Jaren Jackson Jr.,2021-22,590,11.589,511,0.944,5091,9b2369c7-8445-48db-9fb5-99c10ec4b942
Brandon Bass,2013-14,589,13.698,490,0.935,4300,ff402a33-89ef-11e6-9162-a45e60e298d3
Serge Ibaka,2014-15,588,14.121,487,0.830,4164,ff41e09c-89ef-11e6-a26f-a45e60e298d3
Dewayne Dedmon,2019-20,588,37.262,498,1.010,1578,ff41de23-89ef-11e6-a0fc-a45e60e298d3
Alexis Ajinca,2014-15,588,32.343,501,0.864,1818,ff424ec0-89ef-11e6-8c87-a45e60e298d3
Channing Frye,2014-15,587,16.278,485,0.917,3606,ff402140-89ef-11e6-aa13-a45e60e298d3
Jason Thompson,2013-14,584,15.536,496,0.950,3759,ff41874c-89ef-11e6-9279-a45e60e298d3
Isaiah Hartenstein,2021-22,580,23.163,494,0.966,2504,370d6957-0b6e-490c-a4c0-73650617fd7b
James Wiseman,2020-21,580,32.115,499,0.944,1806,88639446-d11c-449f-99ea-0f9ec257d48b
Harry Giles III,2018-19,578,32.582,485,0.986,1774,4dc725ee-6e90-4de6-9b28-6e6e1089a133
Julius Randle,2016-17,578,13.272,515,1.092,4355,ff42e1d4-89ef-11e6-9502-a45e60e298d3
DeMarcus Cousins,2020-21,578,36.238,503,0.914,1595,ff41c6d1-89ef-11e6-a1ca-a45e60e298d3
Bismack Biyombo,2018-19,576,36.433,499,0.998,1581,ff401757-89ef-11e6-994b-a45e60e298d3
Blake Griffin,2021-22,574,28.276,493,0.960,2030,ff41ff8a-89ef-11e6-95d3-a45e60e298d3
Nikola Pekovic,2014-15,573,37.847,488,0.893,1514,ff42764a-89ef-11e6-bf0d-a45e60e298d3
Glen Davis,2014-15,571,27.571,453,0.823,2071,ff415440-89ef-11e6-aac5-a45e60e298d3
Anthony Davis,2021-22,571,19.495,482,0.908,2929,ff41df59-89ef-11e6-810a-a45e60e298d3
Josh Smith,2014-15,571,10.498,483,0.802,5439,ff422528-89ef-11e6-814b-a45e60e298d3
Jermaine O'Neal,2013-14,569,31.178,474,0.845,1825,ff42ea07-89ef-11e6-95d3-a45e60e298d3
Al Horford,2020-21,569,35.474,491,1.030,1604,ff427c2e-89ef-11e6-8d2a-a45e60e298d3
Mo Bamba,2018-19,569,37.984,469,0.908,1498,ee761e41-d0d2-4a56-84cf-353e2ae5a961
Brook Lopez,2021-22,568,43.592,481,0.926,1303,ff423f0c-89ef-11e6-99c1-a45e60e298d3
Taj Gibson,2014-15,566,15.126,477,0.896,3742,ff42877a-89ef-11e6-a6cd-a45e60e298d3
Serge Ibaka,2016-17,565,10.569,481,0.932,5346,ff41e09c-89ef-11e6-a26f-a45e60e298d3
Damian Jones,2019-20,561,29.809,504,1.055,1882,ff42a38f-89ef-11e6-bb34-a45e60e298d3
Ersan Ilyasova,2018-19,556,17.495,460,0.872,3178,ff415e54-89ef-11e6-b695-a45e60e298d3
Montrezl Harrell,2016-17,556,25.011,489,1.002,2223,ff42b4e8-89ef-11e6-a75d-a45e60e298d3
Justin Hamilton,2016-17,554,23.083,479,0.996,2400,ff41e1d1-89ef-11e6-bc90-a45e60e298d3
Kenneth Faried,2013-14,552,12.698,451,0.928,4347,ff413559-89ef-11e6-9991-a45e60e298d3
Salah Mejri,2017-18,552,39.149,463,0.850,1410,ff41be94-89ef-11e6-9db7-a45e60e298d3
Derrick Favors,2021-22,551,41.460,469,0.909,1329,ff4036a1-89ef-11e6-a631-a45e60e298d3
Mo Bamba,2019-20,551,31.130,472,0.819,1770,ee761e41-d0d2-4a56-84cf-353e2ae5a961
Chris Boucher,2020-21,550,18.562,470,0.941,2963,ee397b51-3454-43fb-86a7-fef6aca86633
Spencer Hawes,2014-15,549,21.002,461,0.928,2614,ff412eca-89ef-11e6-8c22-a45e60e298d3
Pero Antic,2013-14,548,27.035,450,0.785,2027,ff411d4a-89ef-11e6-968b-a45e60e298d3
Kyle O'Quinn,2013-14,548,23.899,458,0.760,2293,ff41bd54-89ef-11e6-a862-a45e60e298d3
Cristiano Felicio,2018-19,547,35.987,459,0.926,1520,ff410d63-89ef-11e6-9df8-a45e60e298d3
Marcin Gortat,2018-19,547,36.346,462,1.032,1505,ff4206b0-89ef-11e6-a91d-a45e60e298d3
Thaddeus Young,2020-21,546,16.313,474,1.023,3347,ff42dffd-89ef-11e6-a58a-a45e60e298d3
Maxi Kleber,2019-20,544,12.657,472,0.943,4298,d6b3074b-83cc-4284-a649-8c9459d88626
Willy Hernangomez,2021-22,544,31.068,450,0.903,1751,cc8b058c-1df3-4fb6-9c8c-69bfbcdb9c6d
Khem Birch,2018-19,543,36.345,452,0.887,1494,57554ed9-0c8b-44cc-9673-827e94e5239f
Cheick Diallo,2018-19,542,27.996,462,0.970,1936,a6c829d1-1537-48bb-9445-733445a8696c
Paul Millsap,2013-14,540,10.391,461,0.853,5197,ff415538-89ef-11e6-9b07-a45e60e298d3
Ian Mahinmi,2019-20,539,31.950,452,1.031,1687,ff4231c5-89ef-11e6-9db4-a45e60e298d3
David West,2014-15,539,14.703,447,0.877,3666,ff42cc75-89ef-11e6-a9c8-a45e60e298d3
Joel Embiid,2016-17,537,34.030,449,0.891,1578,ff42281e-89ef-11e6-8097-a45e60e298d3
Brandon Bass,2014-15,537,13.365,455,0.777,4018,ff402a33-89ef-11e6-9162-a45e60e298d3
Kristaps Porzingis,2015-16,535,13.589,460,0.819,3937,ff419e8c-89ef-11e6-826f-a45e60e298d3
Kevin Love,2019-20,534,14.743,473,1.042,3622,ff42aecf-89ef-11e6-8cb8-a45e60e298d3
Draymond Green,2020-21,533,12.111,460,0.963,4401,ff41a38c-89ef-11e6-b14d-a45e60e298d3
Alex Len,2021-22,533,41.190,448,0.923,1294,ff42c0ee-89ef-11e6-b9df-a45e60e298d3
Brandan Wright,2013-14,531,24.269,452,0.858,2188,ff428868-89ef-11e6-acd6-a45e60e298d3
Dwight Powell,2017-18,529,16.347,455,1.009,3236,ff41d302-89ef-11e6-b0a0-a45e60e298d3
Ed Davis,2014-15,528,14.786,442,0.891,3571,ff41853a-89ef-11e6-9ab7-a45e60e298d3
Kyle O'Quinn,2015-16,528,35.556,442,0.862,1485,ff41bd54-89ef-11e6-a862-a45e60e298d3
Taj Gibson,2013-14,527,11.570,440,0.832,4555,ff42877a-89ef-11e6-a6cd-a45e60e298d3
Roy Hibbert,2016-17,527,38.722,447,0.952,1361,ff41b07a-89ef-11e6-826c-a45e60e298d3
Festus Ezeli,2014-15,523,37.762,437,0.773,1385,ff41ab21-89ef-11e6-b0b1-a45e60e298d3
Lavoy Allen,2013-14,521,24.042,435,0.886,2167,ff42a226-89ef-11e6-a036-a45e60e298d3
Dirk Nowitzki,2015-16,519,10.668,442,0.867,4865,ff411411-89ef-11e6-8f83-a45e60e298d3
Ryan Anderson,2016-17,517,10.382,441,0.872,4980,ff418d17-89ef-11e6-95e4-a45e60e298d3
Daniel Theis,2021-22,517,21.346,451,0.923,2422,64c01255-432f-4e9b-a475-6f8c38e8e882
Jordan Hill,2013-14,517,17.561,444,0.991,2944,ff418de6-89ef-11e6-914b-a45e60e298d3
P.J. Tucker,2019-20,517,8.541,453,0.907,6053,ff41362b-89ef-11e6-babd-a45e60e298d3
Carlos Boozer,2014-15,515,15.424,452,0.888,3339,ff42bc0c-89ef-11e6-bb81-a45e60e298d3
Julius Randle,2018-19,513,10.809,430,1.044,4746,ff42e1d4-89ef-11e6-9502-a45e60e298d3
Mike Muscala,2016-17,512,19.475,432,0.953,2629,ff421b63-89ef-11e6-8715-a45e60e298d3
Lavoy Allen,2014-15,511,25.049,442,0.927,2040,ff42a226-89ef-11e6-a036-a45e60e298d3
Kevon Looney,2017-18,508,19.419,438,0.907,2616,ff4170c2-89ef-11e6-83e1-a45e60e298d3
Kris Humphries,2013-14,506,19.574,435,0.911,2585,ff41b014-89ef-11e6-b808-a45e60e298d3
Kristaps Porzingis,2016-17,504,11.718,418,0.871,4301,ff419e8c-89ef-11e6-826f-a45e60e298d3
John Henson,2015-16,504,26.866,393,0.759,1876,ff429917-89ef-11e6-97c2-a45e60e298d3
Ekpe Udoh,2017-18,502,31.084,430,0.896,1615,ff4166f5-89ef-11e6-8268-a45e60e298d3
Ryan Anderson,2014-15,502,14.936,437,0.948,3361,ff418d17-89ef-11e6-95e4-a45e60e298d3
Tony Bradley,2020-21,500,35.386,424,0.960,1413,dc94048f-3eaf-4759-87fb-dae2b3a672b2
Draymond Green,2017-18,500,8.010,429,0.898,6242,ff41a38c-89ef-11e6-b14d-a45e60e298d3
David Lee,2015-16,498,26.803,407,0.918,1858,ff41bc0a-89ef-11e6-8b1d-a45e60e298d3
Cody Zeller,2017-18,496,39.055,402,0.995,1270,ff42a38f-89ef-11e6-bb6d-a45e60e298d3
John Collins,2020-21,495,10.028,425,1.002,4936,b4c77ef1-d34b-4911-9114-1f7e0f3aca68
Spencer Hawes,2016-17,494,30.363,413,0.986,1627,ff412eca-89ef-11e6-8c22-a45e60e298d3
Moritz Wagner,2019-20,494,27.218,423,1.110,1815,fd8066cd-cf0f-428f-b5fa-00d6f695ef15
Dewayne Dedmon,2014-15,493,30.357,428,0.869,1624,ff41de23-89ef-11e6-a0fc-a45e60e298d3
Markieff Morris,2018-19,493,17.715,391,1.003,2783,ff41cb11-89ef-11e6-8285-a45e60e298d3
Thaddeus Young,2013-14,492,9.028,411,1.029,5450,ff42dffd-89ef-11e6-a58a-a45e60e298d3
Taj Gibson,2017-18,491,8.695,420,0.870,5647,ff42877a-89ef-11e6-a6cd-a45e60e298d3
Meyers Leonard,2015-16,491,18.965,417,0.993,2589,ff416f5c-89ef-11e6-9530-a45e60e298d3
Nemanja Bjelica,2021-22,489,18.917,419,0.962,2585,ff4248a8-89ef-11e6-9a62-a45e60e298d3
Chuck Hayes,2013-14,485,33.448,405,0.860,1450,ff421c87-89ef-11e6-94c9-a45e60e298d3
Kenneth Faried,2015-16,479,14.324,410,0.983,3344,ff413559-89ef-11e6-9991-a45e60e298d3
Joakim Noah,2018-19,477,33.758,399,0.888,1413,ff42bcf5-89ef-11e6-afa7-a45e60e298d3
Tyler Zeller,2015-16,477,31.464,422,0.868,1516,ff4287f3-89ef-11e6-ad05-a45e60e298d3
Nic Claxton,2021-22,476,21.025,421,0.892,2264,f81eb8fd-e5bf-4f94-8610-1c9461771056
David Lee,2014-15,475,23.399,397,0.817,2030,ff41bc0a-89ef-11e6-8b1d-a45e60e298d3
Kelly Olynyk,2013-14,475,17.871,390,0.860,2658,ff426326-89ef-11e6-a607-a45e60e298d3
Tyler Hansbrough,2013-14,473,25.416,393,0.818,1861,ff42870a-89ef-11e6-ae3c-a45e60e298d3
Ryan Anderson,2015-16,471,11.673,406,0.944,4035,ff418d17-89ef-11e6-95e4-a45e60e298d3
Taj Gibson,2015-16,471,12.349,397,0.970,3814,ff42877a-89ef-11e6-a6cd-a45e60e298d3
Kelly Olynyk,2019-20,470,14.785,404,0.973,3179,ff426326-89ef-11e6-a607-a45e60e298d3
Luke Kornet,2018-19,470,30.381,402,0.980,1547,b398ebec-fd8f-4809-825b-5cacd8742ac5
Tiago Splitter,2014-15,470,20.945,402,0.816,2244,ff427ab3-89ef-11e6-9d30-a45e60e298d3
Chris Bosh,2015-16,470,13.848,389,0.891,3394,ff41dff8-89ef-11e6-a60d-a45e60e298d3
Paul Millsap,2015-16,468,7.777,400,0.783,6018,ff415538-89ef-11e6-9b07-a45e60e298d3
Jaxson Hayes,2021-22,468,15.279,385,0.967,3063,21156095-81be-4153-84f8-e93977e50b51
Joffrey Lauvergne,2015-16,466,22.632,405,0.963,2059,ff41dce3-89ef-11e6-87b6-a45e60e298d3
Terrence Jones,2013-14,465,10.804,382,0.860,4304,ff4141c5-89ef-11e6-bcb1-a45e60e298d3
  Nene,2018-19,465,38.366,379,0.969,1212,ff4295ee-89ef-11e6-8d6a-a45e60e298d3
Channing Frye,2015-16,465,17.254,368,0.799,2695,ff402140-89ef-11e6-aa13-a45e60e298d3
Lou Amundson,2014-15,463,26.247,400,0.852,1764,ff42f07a-89ef-11e6-816f-a45e60e298d3
Marreese Speights,2013-14,460,22.560,380,0.878,2039,ff42334c-89ef-11e6-86f9-a45e60e298d3
P.J. Washington,2021-22,459,12.329,401,1.030,3723,4f137dfc-e973-4510-a032-ddadc67299bc
Jason Maxiell,2014-15,455,26.812,382,0.873,1697,ff41693a-89ef-11e6-a0a2-a45e60e298d3
Justin Hamilton,2014-15,454,33.580,382,0.934,1352,ff41e1d1-89ef-11e6-bc90-a45e60e298d3
Henry Sims,2013-14,454,26.472,386,0.944,1715,ff41a97a-89ef-11e6-ae5c-a45e60e298d3
Christian Wood,2019-20,451,17.045,386,0.931,2646,ff4290f8-89ef-11e6-8dd1-a45e60e298d3
Drew Eubanks,2020-21,451,28.690,389,0.967,1572,e89c6a2b-0008-4b5b-8298-527871bafc2f
Gorgui Dieng,2013-14,450,28.020,371,0.902,1606,ff42d4e6-89ef-11e6-b14e-a45e60e298d3
DeAndre Jordan,2021-22,449,33.161,383,1.062,1354,ff401ff8-89ef-11e6-99ab-a45e60e298d3
Richaun Holmes,2017-18,448,28.847,393,0.902,1553,ff4271de-89ef-11e6-83dc-a45e60e298d3
Isaiah Roby,2020-21,446,14.926,389,0.967,2988,19602b62-cfbe-4d35-81f5-bc244327960e
Jeff Ayres,2013-14,446,22.548,385,0.847,1978,ff42ac8c-89ef-11e6-847d-a45e60e298d3
Jason Smith,2013-14,443,28.416,353,0.958,1559,ff42bb1c-89ef-11e6-91a1-a45e60e298d3
Joey Dorsey,2014-15,442,25.520,381,0.868,1732,ff42ac14-89ef-11e6-94ac-a45e60e298d3
JaVale McGee,2020-21,442,30.295,356,0.853,1459,ff41d4eb-89ef-11e6-8055-a45e60e298d3
Draymond Green,2021-22,440,10.574,368,0.813,4161,ff41a38c-89ef-11e6-b14d-a45e60e298d3
Thon Maker,2016-17,439,33.821,356,1.003,1298,a431a70a-8e7e-48f3-bc85-a21fd0e7918b
Omer Yurtseven,2021-22,438,29.555,375,0.869,1482,6811ad75-3527-4bfc-b0bc-8fd46ec62535
Larry Nance Jr.,2021-22,438,18.204,358,0.997,2406,ff410bab-89ef-11e6-856b-a45e60e298d3
Tony Bradley,2021-22,437,38.033,364,0.967,1149,dc94048f-3eaf-4759-87fb-dae2b3a672b2
Tony Bradley,2019-20,433,29.719,373,0.929,1457,dc94048f-3eaf-4759-87fb-dae2b3a672b2
Daniel Theis,2017-18,432,25.029,351,0.866,1726,64c01255-432f-4e9b-a475-6f8c38e8e882
Bruno Fernando,2019-20,430,28.782,369,0.917,1494,3faa3c12-2b75-4d8b-b0dc-bc6906b6b367
Josh McRoberts,2013-14,429,9.308,345,0.886,4609,ff416599-89ef-11e6-a8f4-a45e60e298d3
Quincy Acy,2017-18,429,16.863,365,0.976,2544,ff429f6b-89ef-11e6-86ae-a45e60e298d3
LaMarcus Aldridge,2020-21,428,31.150,364,0.978,1374,ff4291dc-89ef-11e6-8416-a45e60e298d3
Hassan Whiteside,2020-21,428,37.577,370,1.000,1139,ff425d2b-89ef-11e6-8e2c-a45e60e298d3
Dwight Powell,2019-20,428,20.528,356,1.025,2085,ff41d302-89ef-11e6-b0a0-a45e60e298d3
Udonis Haslem,2014-15,427,22.957,363,0.881,1860,ff413211-89ef-11e6-8e43-a45e60e298d3
Dewayne Dedmon,2015-16,427,30.719,368,0.853,1390,ff41de23-89ef-11e6-a0fc-a45e60e298d3
Robin Lopez,2021-22,425,34.330,358,1.014,1238,ff425eb3-89ef-11e6-9fb5-a45e60e298d3
Udonis Haslem,2013-14,425,28.314,340,0.948,1501,ff413211-89ef-11e6-8e43-a45e60e298d3
Daniel Gafford,2019-20,423,33.678,359,0.876,1256,d43adb9a-00c2-4720-b256-54b9ef1a890e
John Collins,2019-20,423,14.516,366,0.978,2914,b4c77ef1-d34b-4911-9114-1f7e0f3aca68
Tarik Black,2014-15,423,18.792,364,0.946,2251,ff414c70-89ef-11e6-80db-a45e60e298d3
P.J. Washington,2020-21,423,10.486,379,0.884,4034,4f137dfc-e973-4510-a032-ddadc67299bc
Ivica Zubac,2016-17,422,33.333,371,0.955,1266,4364572d-1c61-49fe-a083-495a2ebe45d5
Kenneth Faried,2018-19,421,26.036,362,0.970,1617,ff413559-89ef-11e6-9991-a45e60e298d3
Kenneth Faried,2016-17,421,16.174,351,1.006,2603,ff413559-89ef-11e6-9991-a45e60e298d3
Larry Sanders,2014-15,420,35.897,339,0.798,1170,ff41dbae-89ef-11e6-91ce-a45e60e298d3
Reggie Evans,2014-15,420,29.006,343,0.893,1448,ff41ae73-89ef-11e6-97be-a45e60e298d3
Bobby Portis,2019-20,420,14.810,358,0.903,2836,ff41f651-89ef-11e6-95ed-a45e60e298d3
Kosta Koufos,2018-19,420,38.817,367,0.925,1082,ff41fdee-89ef-11e6-855b-a45e60e298d3
David Lee,2016-17,419,12.415,379,0.989,3375,ff41bc0a-89ef-11e6-8b1d-a45e60e298d3
Channing Frye,2017-18,418,29.541,364,0.973,1415,ff402140-89ef-11e6-aa13-a45e60e298d3
Alan Williams,2016-17,417,28.719,361,0.904,1452,ff424094-89ef-11e6-b14c-a45e60e298d3
Grant Williams,2021-22,416,8.200,373,0.941,5073,561048bb-c412-4d8b-a0bc-27d250a1a431
Harry Giles III,2019-20,415,29.856,350,0.977,1390,4dc725ee-6e90-4de6-9b28-6e6e1089a133
Jahlil Okafor,2019-20,414,42.159,349,1.011,982,ff427168-89ef-11e6-9b14-a45e60e298d3
Kyle O'Quinn,2014-15,413,26.040,346,0.871,1586,ff41bd54-89ef-11e6-a862-a45e60e298d3
Dirk Nowitzki,2018-19,413,25.813,361,0.951,1600,ff411411-89ef-11e6-8f83-a45e60e298d3
Ian Mahinmi,2016-17,413,33.577,348,0.895,1230,ff4231c5-89ef-11e6-9db4-a45e60e298d3
Andrew Bogut,2016-17,412,37.184,345,0.823,1108,ff421e2b-89ef-11e6-a705-a45e60e298d3
Boban Marjanovic,2019-20,411,39.787,341,0.934,1033,ff421770-89ef-11e6-b651-a45e60e298d3
Noah Vonleh,2018-19,411,11.733,347,0.951,3503,ff41224a-89ef-11e6-98eb-a45e60e298d3
Greg Monroe,2018-19,410,34.110,352,0.897,1202,ff4279b8-89ef-11e6-9faa-a45e60e298d3
Goga Bitadze,2021-22,410,27.665,353,0.992,1482,f1a41179-981f-4475-9efe-52c4d8071d8f
Kelly Olynyk,2015-16,410,14.396,351,0.823,2848,ff426326-89ef-11e6-a607-a45e60e298d3
Jason Smith,2016-17,410,16.742,340,0.939,2449,ff42bb1c-89ef-11e6-91a1-a45e60e298d3
Meyers Leonard,2014-15,408,22.126,354,0.814,1844,ff416f5c-89ef-11e6-9530-a45e60e298d3
Taj Gibson,2018-19,408,11.624,327,1.009,3510,ff42877a-89ef-11e6-a6cd-a45e60e298d3
Kendrick Perkins,2015-16,404,36.962,333,0.905,1093,ff427f26-89ef-11e6-949e-a45e60e298d3
Jeff Withey,2015-16,402,32.897,342,0.886,1222,ff42c514-89ef-11e6-b37e-a45e60e298d3
John Henson,2019-20,398,32.623,333,0.884,1220,ff429917-89ef-11e6-97c2-a45e60e298d3
Thon Maker,2019-20,394,25.502,335,1.083,1545,a431a70a-8e7e-48f3-bc85-a21fd0e7918b
Ian Mahinmi,2018-19,394,39.243,322,0.888,1004,ff4231c5-89ef-11e6-9db4-a45e60e298d3
Bismack Biyombo,2021-22,393,33.333,326,0.973,1179,ff401757-89ef-11e6-994b-a45e60e298d3
Kris Humphries,2015-16,392,21.586,320,0.898,1816,ff41b014-89ef-11e6-b808-a45e60e298d3
Kelly Olynyk,2018-19,391,10.692,335,0.888,3657,ff426326-89ef-11e6-a607-a45e60e298d3
Amir Johnson,2018-19,391,33.678,327,0.940,1161,ff4157f5-89ef-11e6-be80-a45e60e298d3
Marquese Chriss,2017-18,390,12.444,333,1.003,3134,9508237c-85e2-4121-b4da-f11687f79fdf
Tarik Black,2017-18,389,34.639,314,0.947,1123,ff414c70-89ef-11e6-80db-a45e60e298d3
DeMarcus Cousins,2021-22,387,24.824,327,0.994,1559,ff41c6d1-89ef-11e6-a1ca-a45e60e298d3
Mike Muscala,2021-22,387,31.878,325,0.924,1214,ff421b63-89ef-11e6-8715-a45e60e298d3
Kris Humphries,2016-17,386,28.155,337,0.909,1371,ff41b014-89ef-11e6-b808-a45e60e298d3
Cole Aldrich,2016-17,385,36.528,329,0.961,1054,ff424c42-89ef-11e6-abc4-a45e60e298d3
Anderson Varejao,2014-15,385,31.950,328,0.844,1205,ff411e8a-89ef-11e6-9a8f-a45e60e298d3
Boban Marjanovic,2015-16,383,36.756,322,0.945,1042,ff421770-89ef-11e6-b651-a45e60e298d3
Markieff Morris,2017-18,382,8.957,315,1.013,4265,ff41cb11-89ef-11e6-8285-a45e60e298d3
Jericho Sims,2021-22,382,34.601,339,0.957,1104,c134995a-caea-49d9-a998-1e5f68f5d591
Kevin Garnett,2014-15,381,20.831,304,0.889,1829,ff4117d1-89ef-11e6-8bd5-a45e60e298d3
Joel Freeland,2013-14,380,26.798,320,0.851,1418,ff415863-89ef-11e6-917c-a45e60e298d3
Al Jefferson,2017-18,380,40.000,329,1.009,950,ff42d721-89ef-11e6-a9ef-a45e60e298d3
Josh Smith,2015-16,379,20.344,321,0.824,1863,ff422528-89ef-11e6-814b-a45e60e298d3
Brandon Clarke,2021-22,379,11.513,324,0.991,3292,8c8c43ec-1dc2-4cf0-a68b-641c8fb6e45d
Thomas Robinson,2015-16,379,20.974,309,1.013,1807,ff4223ab-89ef-11e6-8980-a45e60e298d3
Mo Bamba,2020-21,378,25.489,324,1.006,1483,ee761e41-d0d2-4a56-84cf-353e2ae5a961
Terrence Jones,2016-17,377,14.629,337,1.009,2577,ff4141c5-89ef-11e6-bcb1-a45e60e298d3
Anderson Varejao,2015-16,377,32.528,312,0.940,1159,ff411e8a-89ef-11e6-9a8f-a45e60e298d3
Marreese Speights,2017-18,376,28.186,314,0.910,1334,ff42334c-89ef-11e6-86f9-a45e60e298d3
Alexis Ajinca,2016-17,376,31.837,317,0.941,1181,ff424ec0-89ef-11e6-8c87-a45e60e298d3
Josh McRoberts,2015-16,375,26.767,291,0.912,1401,ff416599-89ef-11e6-a8f4-a45e60e298d3
Frank Kaminsky,2020-21,374,23.731,319,0.950,1576,ff403042-89ef-11e6-b2e2-a45e60e298d3
Frank Kaminsky,2019-20,372,23.544,313,0.912,1580,ff403042-89ef-11e6-b2e2-a45e60e298d3
Dragan Bender,2017-18,371,8.767,310,0.947,4232,89622f6d-3c47-450e-b072-d45620326c80
Blake Griffin,2017-18,371,9.527,309,0.874,3894,ff41ff8a-89ef-11e6-95d3-a45e60e298d3
Thaddeus Young,2021-22,370,19.702,316,0.966,1878,ff42dffd-89ef-11e6-a58a-a45e60e298d3
Patrick Patterson,2014-15,370,8.553,311,0.955,4326,ff4174a1-89ef-11e6-a875-a45e60e298d3
Mike Muscala,2020-21,370,27.653,313,0.927,1338,ff421b63-89ef-11e6-8715-a45e60e298d3
Paul Millsap,2016-17,369,7.180,319,0.941,5139,ff415538-89ef-11e6-9b07-a45e60e298d3
Jusuf Nurkic,2015-16,369,34.198,311,0.952,1079,ff42622b-89ef-11e6-9088-a45e60e298d3
Boris Diaw,2013-14,369,7.386,304,0.859,4996,ff42afb5-89ef-11e6-954e-a45e60e298d3
Robert Williams III,2019-20,368,33.183,298,0.993,1109,79b83f96-5723-4219-b521-57de6111ee97
Onyeka Okongwu,2020-21,368,23.529,317,0.969,1564,33d4de56-c864-4043-857f-8cd9a2074698
Andrew Bynum,2013-14,368,38.017,311,0.901,968,ff413ab3-89ef-11e6-8fb3-a45e60e298d3
Tyler Zeller,2016-17,368,30.565,316,0.921,1204,ff4287f3-89ef-11e6-ad05-a45e60e298d3
Miles Plumlee,2016-17,368,39.191,299,1.026,939,ff410780-89ef-11e6-8115-a45e60e298d3
Willie Cauley-Stein,2015-16,366,12.779,311,0.901,2864,ff402fd4-89ef-11e6-b6dd-a45e60e298d3
Tiago Splitter,2015-16,365,31.520,309,0.841,1158,ff427ab3-89ef-11e6-9d30-a45e60e298d3
Luke Kornet,2019-20,365,31.878,299,0.926,1145,b398ebec-fd8f-4809-825b-5cacd8742ac5
Salah Mejri,2018-19,364,44.608,307,1.055,816,ff41be94-89ef-11e6-9db7-a45e60e298d3
Trevor Booker,2013-14,363,11.546,301,0.954,3144,ff4277c5-89ef-11e6-926b-a45e60e298d3
Blake Griffin,2020-21,362,12.063,329,0.961,3001,ff41ff8a-89ef-11e6-95d3-a45e60e298d3
Skal Labissiere,2019-20,362,30.420,309,0.965,1190,0943dbc8-178e-4cab-97d6-3f31747698ab
Mike Muscala,2018-19,362,13.130,315,0.928,2757,ff421b63-89ef-11e6-8715-a45e60e298d3
Chris Boucher,2019-20,360,20.078,300,0.990,1793,ee397b51-3454-43fb-86a7-fef6aca86633
Brook Lopez,2013-14,359,36.558,303,0.938,982,ff423f0c-89ef-11e6-99c1-a45e60e298d3
Lavoy Allen,2015-16,357,11.084,308,0.821,3221,ff42a226-89ef-11e6-a036-a45e60e298d3
Khem Birch,2019-20,356,17.265,306,0.987,2062,57554ed9-0c8b-44cc-9673-827e94e5239f
Thon Maker,2018-19,356,16.581,293,0.969,2147,a431a70a-8e7e-48f3-bc85-a21fd0e7918b
Kevin Seraphin,2013-14,356,32.872,278,0.821,1083,ff419645-89ef-11e6-9aa0-a45e60e298d3
Cody Zeller,2014-15,355,12.369,295,0.890,2870,ff42a38f-89ef-11e6-bb6d-a45e60e298d3
Jeff Adrien,2013-14,355,19.452,302,0.826,1825,ff410c1c-89ef-11e6-9eb6-a45e60e298d3
Samuel Dalembert,2014-15,354,34.336,292,0.868,1031,ff423f8f-89ef-11e6-92d9-a45e60e298d3
Omer Asik,2016-17,351,35.963,289,0.945,976,ff41a7d7-89ef-11e6-a4f9-a45e60e298d3
Luis Scola,2013-14,351,11.330,286,0.799,3098,ff41f423-89ef-11e6-b90f-a45e60e298d3
Maxi Kleber,2017-18,351,14.943,302,0.993,2349,d6b3074b-83cc-4284-a649-8c9459d88626
Serge Ibaka,2017-18,350,7.339,309,0.900,4769,ff41e09c-89ef-11e6-a26f-a45e60e298d3
Larry Sanders,2013-14,349,33.916,289,0.932,1029,ff41dbae-89ef-11e6-91ce-a45e60e298d3
Marquese Chriss,2018-19,349,34.900,291,1.074,1000,9508237c-85e2-4121-b4da-f11687f79fdf
Kevin Seraphin,2015-16,349,33.720,299,0.858,1035,ff419645-89ef-11e6-9aa0-a45e60e298d3
Ersan Ilyasova,2014-15,348,12.292,289,0.798,2831,ff415e54-89ef-11e6-b695-a45e60e298d3
Trey Lyles,2021-22,348,11.055,304,1.062,3148,ff42e242-89ef-11e6-a829-a45e60e298d3
Aron Baynes,2013-14,347,30.095,293,0.872,1153,ff413e73-89ef-11e6-a5df-a45e60e298d3
Ronny Turiaf,2013-14,346,29.472,293,0.836,1174,ff423978-89ef-11e6-81a7-a45e60e298d3
Joffrey Lauvergne,2017-18,346,31.772,285,0.993,1089,ff41dce3-89ef-11e6-87b6-a45e60e298d3
Richaun Holmes,2015-16,345,24.177,313,0.987,1427,ff4271de-89ef-11e6-83dc-a45e60e298d3
Zach Collins,2021-22,345,31.856,294,1.020,1083,e80fe1d3-0b98-4c13-b6e5-da024cc77ae5
Jakob Poeltl,2016-17,345,27.403,296,0.956,1259,ca6b7e96-9060-4d5a-8bef-1a8b6ab230ec
